"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
274,"Ashley CHAPMAN ",81,81,81,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
275,"Ashley CHAPMAN ",81,81,81,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
276,"Ashley CHAPMAN ",81,81,81,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
277,"Yaron HOORY ",81,81,81,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
278,"Yaron HOORY ",81,81,81,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
279,"Yaron HOORY ",81,81,81,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
280,"Remy DUBERN ",81,81,81,0,2013-07-06,"Nice Abyss contest 2013","France"
281,"Remy DUBERN ",81,81,81,0,2013-07-06,"Nice Abyss contest 2013","France"
282,"Stefan RANDIG ",81,81,81,0,2011-11-26,"FREEDIVEDAHAB NOVEMBER MINICOMP","Germany"
283,"Nick MEVOLI ",81,81,81,0,2013-05-20,"Caribbean Cup 2013","United States"
284,"Jeanine GRASMEIJER ",81,94,67,14,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Netherlands"
285,"Jeanine GRASMEIJER ",81,81,81,0,2015-11-01,"Big Blue","Netherlands"
286,"Thibault GUIGNES ",81,81,81,0,2015-10-01,"Triple Depth","France"
287,"Tomoka FUKUDA ",81,81,81,0,2016-05-26,"Caribbean Cup 2016","Japan"
288,"Mathieu MARAIO ",80,80,80,0,2016-11-02,"Blue Element 2016","France"
289,"florian DAGOURY ",80,80,80,0,2016-06-21,"Freedive Panglao June Minicompetition","France"
290,"Alex LOZANO ",80,80,80,0,2015-08-27,"RedCcup","Spain"
291,"Piotr Ławrynowicz ",80,80,80,0,2016-11-03,"Red C cup","Poland"
292,"Pierre FROLLA ",80,0,0,0,2001-08-17,"WR Attempt - FROLLA Pierre (FIM)","Monaco"
293,"Ryuzo SHINOMIYA ",80,80,80,0,2005-11-05,"Triple Depth - Freedive Dahab","Japan"
294,"Jesper STECHMANN ",80,80,80,0,2012-08-09,"Danish Depth Championship 2012","Denmark"
295,"Jesper STECHMANN ",80,80,80,0,2014-08-27,"2014 Danish hampionships","Denmark"
296,"Guillaume NÉRY ",80,80,80,0,2009-06-22,"2nd Mediterranean Freediving Meeting","France"
297,"Igor LIBERTI ",80,80,80,0,2011-04-17,"Vertical Blue 2011","Switzerland"
298,"Johan THELAUS ",80,80,80,0,2012-10-20,"TRIPLE DEPTH 2012","Sweden"
299,"Natalia MOLCHANOVA ",80,80,80,0,2006-06-04,"Triple Depth 2006","Russian Federation"
300,"Alena ZABLOUDILOVÁ ",80,80,80,0,2012-11-20,"Suunto Vertical Blue 2012","Czech Republic"
301,"Alena ZABLOUDILOVÁ ",80,80,80,0,2012-11-20,"Suunto Vertical Blue 2012","Czech Republic"
302,"Alena ZABLOUDILOVÁ ",80,80,80,0,2012-11-20,"Suunto Vertical Blue 2012","Czech Republic"
303,"Antero JOKI ",80,80,80,0,2012-11-20,"Suunto Vertical Blue 2012","Finland"
304,"Antero JOKI ",80,80,80,0,2012-11-20,"Suunto Vertical Blue 2012","Finland"
305,"Antero JOKI ",80,80,80,0,2012-11-20,"Suunto Vertical Blue 2012","Finland"
306,"Alejandro W. ANDRES ",80,80,80,0,2014-05-25,"Caribbean Cup 2014","Argentina"
307,"David MULLINS ",80,80,80,0,2013-03-22,"AIDA NZ Depth Nationals","New Zealand"
308,"Leo Yasumasa MURAOKA ",80,80,80,0,2013-08-02,"Freedive Paradise in 3D","United States"
309,"Kerian HIBBS ",80,80,80,0,2010-06-14,"3rd Mediterranean Freediving Meeting","New Zealand"
310,"Clemens NEUMANN ",80,80,80,0,2014-05-25,"Caribbean Cup 2014","Germany"
311,"Dimitris CHATZIASLAN ",80,80,80,0,2010-09-26,"Hellenic Freediving Championships 2010","Greece"
312,"Robert KING ",80,80,80,0,2009-04-03,"Vertical Blue 2009","United States"
313,"Goran COLAK ",80,80,80,0,2010-04-29,"Bizzy Blue Hole 2010","Croatia"
314,"Jacob HANSEN ",80,80,80,0,2010-09-26,"Triple Depth 2010","Denmark"
315,"Rune Hallum SORENSEN ",80,80,80,0,2012-08-09,"Danish Depth Championship 2012","Denmark"
316,"Giorgos PANAGIOTAKIS ",80,95,64,16,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Greece"
317,"Andrey MATVEENKO ",80,80,80,0,2015-05-13,"Russian National Open","Russian Federation"
318,"Florent PASCAL ",80,80,80,0,2010-06-14,"3rd Mediterranean Freediving Meeting","France"
319,"Rodolfo ROBATTI ",80,80,80,0,2015-05-25,"FreedivingWorld Competition","Switzerland"
320,"Tomaz JEREB ",80,80,80,0,2012-03-31,"Blood Red Philippine Depth Challenge","Slovenia"
321,"Alexandr BUBENCHIKOV ",80,80,80,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","Ukraine"
322,"Nick MEVOLI ",80,91,68,12,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","United States"
323,"Tomoka FUKUDA ",80,80,80,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
324,"Jeanine GRASMEIJER ",80,80,80,0,2013-08-24,"Little Blue Hole Competition","Netherlands"
325,"thomas BOUCHARD ",80,80,80,0,2015-09-11,"2015 AIDA Depth World Championships","France"
326,"Stig PRYDS ",80,80,80,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Denmark"
327,"Sayuri KINOSHITA ",80,80,80,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
328,"Adam STERN ",80,80,80,0,2014-09-28,"little blue hole competition","Australia"
329,"Adam STERN ",80,80,80,0,2015-06-06,"NIRVANA OCEANQUEST","Australia"
330,"Thibault GUIGNES ",80,80,80,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","France"
331,"Thibault GUIGNES ",80,85,74,6,2015-08-27,"Australian Depth National Championship","France"
332,"Shiv MADHU ",80,80,80,0,2016-04-22,"Vertical Blue 2016","International"
333,"Alejandro  Lemus ",80,80,80,0,2016-05-26,"Caribbean Cup 2016","Mexico"
334,"Mateusz Malina ",80,80,80,0,2009-09-06,"Triple Depth 2009","Poland"
335,"Mateusz Malina ",80,80,80,0,2013-08-14,"Crystal Clear Water Competition","Poland"
336,"Dean Chaouche ",80,80,80,0,2015-04-27,"Suunto Vertical Blue 2015","United Kingdom"
337,"Alena ZABLOUDILOVÁ ",79,79,79,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Czech Republic"
338,"Antero JOKI ",79,84,73,6,2011-09-15,"AIDA Individual Depth World Championship 2011","Finland"
339,"William WINRAM ",79,101,56,23,2011-09-15,"AIDA Individual Depth World Championship 2011","Canada"
340,"Leo Yasumasa MURAOKA ",79,88,69,10,2012-11-20,"Suunto Vertical Blue 2012","United States"
341,"Leo Yasumasa MURAOKA ",79,88,69,10,2012-11-20,"Suunto Vertical Blue 2012","United States"
342,"Leo Yasumasa MURAOKA ",79,88,69,10,2012-11-20,"Suunto Vertical Blue 2012","United States"
343,"Leo Yasumasa MURAOKA ",79,84,73,6,2013-11-09,"Vertical Blue 2013","United States"
344,"David CIZEK ",79,79,79,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Czech Republic"
345,"Alejandro W. ANDRES ",78,78,78,0,2016-05-26,"Caribbean Cup 2016","Argentina"
346,"Antony JUDGE ",78,87,68,10,2015-08-27,"Australian Depth National Championship","Australia"
347,"Natalia MOLCHANOVA ",78,78,78,0,2005-11-05,"Triple Depth - Freedive Dahab","Russian Federation"
348,"William WINRAM ",78,95,60,18,2009-04-03,"Vertical Blue 2009","Canada"
349,"Thomas GRINDEVOLL ",78,80,75,3,2010-09-26,"Triple Depth 2010","Norway"
350,"Leo Yasumasa MURAOKA ",78,78,78,0,2009-04-03,"Vertical Blue 2009","United States"
351,"Leo Yasumasa MURAOKA ",78,78,78,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
352,"Leo Yasumasa MURAOKA ",78,78,78,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
353,"Leo Yasumasa MURAOKA ",78,78,78,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
354,"Leo Yasumasa MURAOKA ",78,85,70,8,2013-11-09,"Vertical Blue 2013","United States"
355,"Natalia ZHARKOVA ",78,78,78,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Ukraine"
356,"Yaron HOORY ",78,78,78,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
357,"Yaron HOORY ",78,78,78,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
358,"Yaron HOORY ",78,78,78,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
359,"Christina SAENZ DE SANTAMARIA ",78,78,78,0,2014-05-25,"Caribbean Cup 2014","Australia"
360,"Sofia Uribe GOMEZ ",78,78,78,0,2015-11-01,"Big Blue","Colombia"
361,"Sebastian LIRA ",78,78,78,0,2015-11-01,"Big Blue","Chile"
362,"Alejandro W. ANDRES ",78,78,78,0,2016-05-26,"Caribbean Cup 2016","Argentina"
363,"Ashley CHAPMAN ",77,82,71,5,2016-05-26,"Caribbean Cup 2016","United States"
364,"Alex LOZANO ",77,77,77,0,2016-04-30,"FREEDIVING ATLANTIC CUP","Spain"
365,"Igor LIBERTI ",77,77,77,0,2011-04-17,"Vertical Blue 2011","Switzerland"
366,"Alejandro W. ANDRES ",77,77,77,0,2014-05-25,"Caribbean Cup 2014","Argentina"
367,"Leo Yasumasa MURAOKA ",77,84,69,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
368,"Leo Yasumasa MURAOKA ",77,84,69,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
369,"Leo Yasumasa MURAOKA ",77,84,69,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
370,"Clemens NEUMANN ",77,77,77,0,2014-05-25,"Caribbean Cup 2014","Germany"
371,"Clemens NEUMANN ",77,83,70,7,2014-05-25,"Caribbean Cup 2014","Germany"
372,"Ken KIRIYAMA ",77,77,77,0,2015-05-23,"Caribbean Cup 2015","Denmark"
373,"Alexandr BUBENCHIKOV ",77,91,62,15,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Ukraine"
374,"Sayuri KINOSHITA ",77,77,77,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
375,"Ulysse PORTIER ",77,77,77,0,2013-07-06,"Nice Abyss contest 2013","France"
376,"Ulysse PORTIER ",77,77,77,0,2013-07-06,"Nice Abyss contest 2013","France"
377,"Thibault GUIGNES ",77,77,77,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","France"
378,"Shiv MADHU ",77,77,77,0,2015-04-27,"Suunto Vertical Blue 2015","International"
379,"Stephane TOURREAU ",77,77,77,0,2016-04-22,"Vertical Blue 2016","France"
380,"Sophie JACQUIN ",76,76,76,0,2016-11-02,"Blue Element 2016","France"
381,"Pepe SALCEDO ",76,78,71,2,2016-05-26,"Caribbean Cup 2016","Mexico"
382,"Yoram ZEKRI ",76,76,76,0,2016-11-13,"Australian Depth National Freediving Championship 2016","France"
383,"Markus HELM ",76,76,76,0,2016-04-30,"Freedive Panglao Depth Challenge","Austria"
384,"Ding Feng LIU ",76,76,76,0,2016-04-30,"Freedive Panglao Depth Challenge","China"
385,"Jesper STECHMANN ",76,76,76,0,2014-06-15,"7th AIDA Mediterranean World Cup","Denmark"
386,"Igor LIBERTI ",76,76,76,0,2011-04-17,"Vertical Blue 2011","Switzerland"
387,"Antero JOKI ",76,90,61,15,2012-11-20,"Suunto Vertical Blue 2012","Finland"
388,"Antero JOKI ",76,90,61,15,2012-11-20,"Suunto Vertical Blue 2012","Finland"
389,"Antero JOKI ",76,90,61,15,2012-11-20,"Suunto Vertical Blue 2012","Finland"
390,"Leo Yasumasa MURAOKA ",76,76,76,0,2008-04-01,"Vertical Blue 2008","United States"
391,"Leo Yasumasa MURAOKA ",76,76,76,0,2009-07-30,"Freedive Paradise 2009","United States"
392,"Dimitris CHATZIASLAN ",76,76,76,0,2007-10-07,"Summer Apnea Games 2007 - In Memory of Dimitris Vassilakis","Greece"
393,"Goran COLAK ",76,76,76,0,2009-07-03,"Rab Dive Off 2009","Croatia"
394,"Hanako HIROSE ",76,76,76,0,2015-09-11,"2015 AIDA Depth World Championships","Japan"
395,"Anna VON BOETTICHER ",76,76,76,0,2013-09-09,"2013 Kalamata Open","Germany"
396,"Viktor RESHETNIAK ",76,76,76,0,2015-08-27,"Australian Depth National Championship","Ukraine"
397,"Florent PASCAL ",76,82,69,7,2010-04-29,"Bizzy Blue Hole 2010","France"
398,"Florent PASCAL ",76,85,76,0,2010-06-14,"3rd Mediterranean Freediving Meeting","France"
399,"Ashley CHAPMAN ",76,76,76,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
400,"Ashley CHAPMAN ",76,76,76,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
401,"Ashley CHAPMAN ",76,76,76,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
402,"Rodolfo ROBATTI ",76,76,76,0,2015-05-25,"FreedivingWorld Competition","Switzerland"
403,"Kate MIDDLETON ",76,76,76,0,2015-09-11,"2015 AIDA Depth World Championships","New Zealand"
404,"Michael NAEF ",76,76,76,0,2011-06-23,"Triple Depth 2011","Switzerland"
405,"Christina SAENZ DE SANTAMARIA ",76,76,76,0,2014-05-25,"Caribbean Cup 2014","Australia"
406,"Pascal BERGER ",76,76,75,1,2013-10-30,"One Breath Jamboree","Switzerland"
407,"Katarina LINCZENYIOVA ",76,76,76,0,2015-04-27,"Suunto Vertical Blue 2015","Slovakia"
408,"Michal RISIAN ",76,76,76,0,2013-07-27,"SUUNTO Cool Down 2013","Czech Republic"
409,"Shiv MADHU ",76,83,68,8,2015-04-27,"Suunto Vertical Blue 2015","International"
410,"Igor LIBERTI ",76,76,76,0,2016-04-22,"Vertical Blue 2016","Switzerland"
411,"Pepe SALCEDO ",76,78,76,0,2016-05-26,"Caribbean Cup 2016","Mexico"
412,"Pepe SALCEDO ",76,78,76,0,2016-05-26,"Caribbean Cup 2016","Mexico"
413,"Mateusz Malina ",76,76,76,0,2013-07-27,"SUUNTO Cool Down 2013","Poland"
414,"Tetsuo HARA ",75,75,75,0,2016-07-23,"Okinawa Freediving Cup 2016","Japan"
415,"Jeong Min Park ",75,75,75,0,2016-09-22,"Freedive Panglao September Minicomp","Korea, Republic of"
416,"Carlos CORREA ",75,75,75,0,2016-05-26,"Caribbean Cup 2016","Colombia"
417,"Alejandro W. ANDRES ",75,75,75,0,2016-05-26,"Caribbean Cup 2016","Argentina"
418,"Thibault GUIGNES ",75,95,54,21,2016-11-13,"Australian Depth National Freediving Championship 2016","France"
419,"florian DAGOURY ",75,75,75,0,2016-04-30,"Freedive Panglao Depth Challenge","France"
420,"florian DAGOURY ",75,80,69,0,2016-05-25,"Freedive Panglao May Minicompetition","France"
421,"Jon Fane ",75,75,75,0,2016-11-02,"Blue Element 2016","United Kingdom"
422,"Jonathan  Sunnex ",75,75,75,0,2016-11-02,"Blue Element 2016","New Zealand"
423,"Komtanoo Pinpimai ",75,75,75,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Thailand"
424,"Deron VERBECK ",75,75,75,0,2007-10-21,"Triple Depth","United States"
425,"Antony JUDGE ",75,75,75,0,2009-07-30,"Freedive Paradise 2009","Australia"
426,"Sebastian NÄSLUND ",75,75,75,0,2010-09-26,"Triple Depth 2010","Sweden"
427,"Wolfram NEUGEBAUER ",75,75,75,0,2006-08-19,"Nordic Deep 2006","Germany"
428,"Antero JOKI ",75,80,69,6,2012-11-20,"Suunto Vertical Blue 2012","Finland"
429,"Antero JOKI ",75,80,69,6,2012-11-20,"Suunto Vertical Blue 2012","Finland"
430,"Antero JOKI ",75,80,69,6,2012-11-20,"Suunto Vertical Blue 2012","Finland"
431,"Stavros KASTRINAKIS ",75,75,75,0,2007-09-07,"1st Annual Thermocline Free Dahab Invitational","Greece"
432,"Jure DAIC ",75,75,75,0,2011-04-28,"Freedive Dahab Mini Comp 2011","Slovenia"
433,"Matej MIHAILOVSKI ",75,75,75,0,2009-07-03,"Rab Dive Off 2009","Slovenia"
434,"Leo Yasumasa MURAOKA ",75,75,75,0,2009-04-03,"Vertical Blue 2009","United States"
435,"Leo Yasumasa MURAOKA ",75,78,71,4,2009-04-03,"Vertical Blue 2009","United States"
436,"Leo Yasumasa MURAOKA ",75,81,68,0,2009-04-03,"Vertical Blue 2009","United States"
437,"Leo Yasumasa MURAOKA ",75,83,66,9,2009-07-30,"Freedive Paradise 2009","United States"
438,"Clemens NEUMANN ",75,75,75,0,2013-08-24,"Little Blue Hole Competition","Germany"
439,"Alon RIVKIND ",75,75,75,0,2015-09-11,"2015 AIDA Depth World Championships","Israel"
440,"Yuri SHMATKO ",75,75,75,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Russian Federation"
441,"Annabel EDWARDS ",75,75,75,0,2005-05-27,"The Kona Freedive Invitational","United States"
442,"Annabel EDWARDS ",75,0,75,0,2006-11-11,"Kona Regional Event 2006","United States"
443,"Jacob HANSEN ",75,75,75,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Denmark"
444,"Daniel ARIAS ",75,75,75,0,2015-05-23,"Caribbean Cup 2015","Chile"
445,"Samo JERANKO ",75,75,75,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Slovenia"
446,"Max LINDQVIST ",75,75,75,0,2012-10-20,"TRIPLE DEPTH 2012","Sweden"
447,"Ashley CHAPMAN ",75,75,75,0,2014-05-25,"Caribbean Cup 2014","United States"
448,"Rodolfo ROBATTI ",75,75,75,0,2014-10-14,"Triple Depth","Switzerland"
449,"Kate MIDDLETON ",75,75,75,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","New Zealand"
450,"Stefan RANDIG ",75,75,75,0,2015-05-23,"S.E.A. Freediving Challenge","Germany"
451,"Mario Santiago JAKAS ALBISU ",75,75,75,0,2011-06-23,"Triple Depth 2011","Spain"
452,"Michael NAEF ",75,75,75,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Switzerland"
453,"Stephane TOURREAU ",75,80,69,6,2015-11-01,"Big Blue","France"
454,"Marek APJAR ",75,75,75,0,2009-05-30,"Freedive Dahab Mini Comp 2009","Czech Republic"
455,"Pascal BERGER ",75,85,64,11,2014-10-14,"Triple Depth","Switzerland"
456,"Pascal BERGER ",75,85,64,11,2014-11-18,"Freediving World Competition","Switzerland"
457,"Nick MEVOLI ",75,75,75,0,2013-10-05,"Deja Blue IV","United States"
458,"Tomoka FUKUDA ",75,75,75,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
459,"Jean-Paul LAUDEN ",75,75,75,0,2014-06-12,"Nice Abyss Contest 2014","France"
460,"Thibault GUIGNES ",75,75,75,0,2015-05-23,"S.E.A. Freediving Challenge","France"
461,"Thibault GUIGNES ",75,75,75,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","France"
462,"Kate MIDDLETON ",75,75,75,0,2016-04-22,"Vertical Blue 2016","New Zealand"
463,"Kurt Chambers ",75,75,75,0,2013-08-02,"Freedive Paradise in 3D","United States"
464,"Jihoon JANG ",74,74,74,0,2016-04-30,"Freedive Panglao Depth Challenge","Korea, Republic of"
465,"Jesper STECHMANN ",74,85,62,12,2014-06-15,"7th AIDA Mediterranean World Cup","Denmark"
466,"Sebastian NÄSLUND ",74,81,66,8,2011-09-15,"AIDA Individual Depth World Championship 2011","Sweden"
467,"Antero JOKI ",74,92,55,19,2013-11-09,"Vertical Blue 2013","Finland"
468,"Alejandro W. ANDRES ",74,74,74,0,2014-05-25,"Caribbean Cup 2014","Argentina"
469,"William WINRAM ",74,74,74,0,2006-06-04,"Triple Depth 2006","Canada"
470,"Leo Yasumasa MURAOKA ",74,81,66,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
471,"Leo Yasumasa MURAOKA ",74,81,66,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
472,"Leo Yasumasa MURAOKA ",74,81,66,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
473,"David CIZEK ",74,77,70,4,2011-04-28,"Freedive Dahab Mini Comp 2011","Czech Republic"
474,"Stephane TOURREAU ",74,74,74,0,2015-06-20,"Nice Abyss Contest 2015","France"
475,"Pascal BERGER ",74,85,62,12,2014-11-18,"Freediving World Competition","Switzerland"
476,"Marianna KRUPNITSKAYA ",74,74,74,0,2014-11-27,"Suunto Vertical Blue","Russian Federation"
477,"Nick MEVOLI ",74,91,56,18,2013-09-09,"2013 Kalamata Open","United States"
478,"Thibault GUIGNES ",74,87,60,14,2015-09-05,"2015 AIDA Depth World Championships Pre competition","France"
479,"Stephen KEENAN ",74,74,74,0,2015-11-20,"FreediveDahab Mini comp","Ireland"
480,"Alejandro  Lemus ",74,74,74,0,2013-11-09,"Vertical Blue 2013","Mexico"
481,"Ken KIRIYAMA ",73,73,73,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Denmark"
482,"Sayuri KINOSHITA ",73,82,63,0,2016-06-21,"Freedive Panglao June Minicompetition","Japan"
483,"TILLEY Mark ",73,73,73,0,2016-05-09,"Deja Blue 7","United Kingdom"
484,"Jens BERGER ",73,73,73,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Germany"
485,"Pierre FROLLA ",73,0,0,0,2000-08-03,"WR Attempt - FROLLA Pierre (FIM)","Monaco"
486,"Sebastian NÄSLUND ",73,73,73,0,2007-10-21,"Triple Depth","Sweden"
487,"Igor LIBERTI ",73,73,73,0,2011-04-17,"Vertical Blue 2011","Switzerland"
488,"Alejandro W. ANDRES ",73,73,73,0,2012-11-20,"Suunto Vertical Blue 2012","Argentina"
489,"Alejandro W. ANDRES ",73,73,73,0,2012-11-20,"Suunto Vertical Blue 2012","Argentina"
490,"Alejandro W. ANDRES ",73,73,73,0,2012-11-20,"Suunto Vertical Blue 2012","Argentina"
491,"Leo Yasumasa MURAOKA ",73,80,65,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
492,"Leo Yasumasa MURAOKA ",73,80,65,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
493,"Leo Yasumasa MURAOKA ",73,80,65,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
494,"Per WESTIN ",73,73,73,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Sweden"
495,"Giorgos SAKKAS ",73,80,65,8,2011-09-15,"AIDA Individual Depth World Championship 2011","Greece"
496,"Anna VON BOETTICHER ",73,73,73,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Germany"
497,"Božidar PETANI ",73,73,73,0,2010-09-26,"Rab Dive Off 2010","Croatia"
498,"Olivier AZZOPARDI ",73,73,73,0,2014-06-12,"Nice Abyss Contest 2014","France"
499,"Florent PASCAL ",73,73,73,0,2015-05-25,"FreedivingWorld Competition","France"
500,"Yaron HOORY ",73,73,73,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
501,"Yaron HOORY ",73,73,73,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
502,"Yaron HOORY ",73,73,73,0,2012-11-20,"Suunto Vertical Blue 2012","Israel"
503,"Rodolfo ROBATTI ",73,73,73,0,2014-08-13,"Arab League Championship","Switzerland"
504,"Kate MIDDLETON ",73,73,73,0,2014-11-27,"Suunto Vertical Blue","New Zealand"
505,"Kate MIDDLETON ",73,77,68,5,2015-09-05,"2015 AIDA Depth World Championships Pre competition","New Zealand"
506,"Sophie JACQUIN ",73,73,73,0,2014-05-25,"Caribbean Cup 2014","France"
507,"Sayuri KINOSHITA ",73,73,73,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
508,"Dongha KIM ",73,73,73,0,2015-08-28,"Freedive Panglao August Minicomp","Korea, Republic of"
509,"Alejandro  Lemus ",73,80,65,8,2013-05-20,"Caribbean Cup 2013","Mexico"
510,"Jeong Min Park ",72,72,72,0,2016-09-22,"Freedive Panglao September Minicomp","Korea, Republic of"
511,"navarro ESTRELLA ",72,72,72,0,2016-05-26,"Caribbean Cup 2016","Mexico"
512,"Linda PAGANELLI ",72,72,72,0,2015-08-27,"RedCcup","Italy"
513,"Pierre FROLLA ",72,0,0,0,1999-10-03,"WR Attempt - FROLLA Pierre (FIM)","Monaco"
514,"Walter STEYN ",72,81,62,10,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","Australia"
515,"Aurore ASSO ",72,72,72,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","France"
516,"Johan THELAUS ",72,72,72,0,2007-08-14,"Nordic Deep with Six Competitions in One","Sweden"
517,"Annelie POMPE ",72,72,72,0,2014-10-14,"Triple Depth","Sweden"
518,"Leo Yasumasa MURAOKA ",72,72,72,0,2009-04-03,"Vertical Blue 2009","United States"
519,"Leo Yasumasa MURAOKA ",72,81,62,10,2009-04-03,"Vertical Blue 2009","United States"
520,"Clemens NEUMANN ",72,72,72,0,2012-10-20,"TRIPLE DEPTH 2012","Germany"
521,"Wendy TIMMERMANS ",72,72,72,0,2013-10-21,"Triple Depth","Netherlands"
522,"Miguel LOZANO ",72,72,72,0,2009-05-30,"Freedive Dahab Mini Comp 2009","Spain"
523,"Christopher FRIEDRICH ",72,72,72,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Austria"
