Ranking,Name,Result_min,Announced,Points,Penalties,Date,Place,Country
6942,Magdalena Solich ,4:42,3,56,0,12/09/2015,MiniComp Brno,Poland
6943,Barbara Jeschke ,4:42,210,56,0,25/10/2009,Belgium Cup 2009 - round of Liege,Germany
6944,Francesca Koe ,4:42,180,56,0,11/05/2010,PFI Deja Blue 2010,United States
6945,Ivan SKOCIBUSIC ,4:41,240,0,0,20/02/2016,10th Serbian Open Freediving Championship,Croatia
6946,Ilona BARDUSHEVA ,4:41,120,56.2,0,6/02/2016,Riga Freediving Cup 2016,Latvia
6947,Masako ISHIKAWA ,4:41,1,56,0,5/06/2016,Freediving indoor cup in Tatsumi,Japan
6948,Kazuaki ICHIKAWA ,4:41,239,56,0,27/06/2004,2nd Japanese Freediving Championship 2004,Japan
6949,Jessica WILSON ,4:41,0,56,0,1/01/2001,Compiled rankings for year 2001,United States
6950,Richard MELIN ,4:41,245,56,0,15/02/2003,Round 1 of Belgium Cup 2003 - 4th Night of Apnea,Belgium
6951,Magnus ANDERSSON ,4:41,270,56,0,2/08/2003,3rd Danish Freediving Championship 2003,Sweden
6952,Brent PASCALL ,4:41,240,56,0,25/06/2004,CAFA National Championship 2004,Canada
6953,Michael LEANDRO ,4:41,0,56,0,31/10/2002,AIDA Pacific Cup 2002,Portugal
6954,Pierre GALÃ‰RE ,4:41,0,56,0,9/02/2002,Stage 1 of the 2002 Belgium Cup - 3rd Night of Apnea,Belgium
6955,Ruth FLORES ,4:41,270,56,0,29/05/2003,Sony Freediver Open Classic 2003,Venezuela
6956,Ruth FLORES ,4:41,240,56,0,14/06/2004,BIOS Freeology Open Classic 2004,Venezuela
6957,Erik MILLES ,4:41,210,56,0,26/04/2008,Uppland Indoor Challenge 08,Sweden
6958,Erik MILLES ,4:41,270,56,0,19/02/2005,One Breath Indoor Apnea Challenge 2005,Sweden
6959,GrÃ©gory PIAZZOLA ,4:41,180,56,0,23/06/2007,Coupe des Calanques 2007,France
6960,Petr VALA ,4:41,210,56,0,22/06/2003,Czech National Freediving Championship 2003,Czech Republic
6961,David STROPPIANA ,4:41,0,56,0,10/08/2010,Europe Evolution Cup 2010,France
6962,Solenn LAUNAY ,4:41,198,56,0,13/03/2011,8Ã‚Â° Indoor de La Ciotat,France
6963,Pavel POPELKA ,4:41,0,56,0,17/05/2006,MCR Czech AIDA Championship 2006,Czech Republic
6964,Jarmila SLOVENCÃçKOVÃÅ ,4:41,230,56,0,14/10/2006,III. Hungarian Apnea Day,Czech Republic
6965,Mouna GHOSSUB ,4:41,210,56,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,United States
6966,Brigitte HAUENSTEIN ,4:41,210,56,0,21/02/2009,11th Berlin Master Cup 2009,Switzerland
6967,Dagmar ANDRES-BRÃœMMER ,4:41,90,56,0,17/02/2013,1st Tyrolean Apnea Cup,Germany
6968,Giorgos SAKKAS ,4:41,270,56,0,20/05/2007,AIDA Hellas Spring Apnea Games,Greece
6969,Francis MARCHADIER ,4:41,195,56,0,23/06/2007,Coupe des Calanques 2007,France
6970,Jean-Luc CASARES ,4:41,210,56,0,15/03/2009,6Ã‚Â° Indoor de La Ciotat,France
6971,Adrien GUILITTE ,4:41,30,56,0,14/12/2008,Belgium Cup 2008 - round of Huy,Belgium
6972,Christian ERNEST ,4:41,252,56,0,21/06/2013,Individual AIDA pool World Championships,Sweden
6973,Kazutoshi HAYASHI ,4:41,210,56,0,11/04/2015,Freediving Indoor Cup 2015 in Tateyama,Japan
6974,Zoran OBRENOVIC ,4:41,1,56,0,18/02/2012,6th Serbian Open Freediving Championship - Belgrade 2012,Serbia
6975,Sanae KOBAYASHI ,4:41,120,56,0,13/03/2010,Barracuda Cup 2010 in Tatsumi,Japan
6976,Bence MESZAROS ,4:41,225,56,0,29/05/2010,MCR Czech AIDA Championship 2010,Hungary
6977,Alexandre SPOR ,4:41,210,56,0,9/05/2010,Coupe des Plongeurs Libres 2010,France
6978,Katja ANDRES ,4:41,60,56,0,19/02/2011,13th Berlin Masters Cup 2011,Germany
6979,Emilia BIALA ,4:41,255,56,0,12/04/2003,Open Swiss Winter Championship 2003,Poland
6980,Elisabeth HUMMEL ,4:41,255,56,0,15/12/2012,Stuttgarter  Apnoe-Minicompetition 2012,Germany
6981,Isabelle GILLET ,4:41,123,56,0,22/03/2015,2nd Open FreedivN Zottegem,Belgium
6982,Nejc LOVSIN ,4:41,90,56,0,23/02/2013,7th Serbian Open Freediving Championship - Belgrade 2013,Slovenia
6983,Noriko YAMADA ,4:41,180,56,0,31/05/2014,Freediving Indoor Cup 2014 in Tateyama,Japan
6984,Desiree Attias BALFELT ,4:41,180,56,0,28/03/2014,Danish National Pool Championship,Denmark
6985,Desiree Attias BALFELT ,4:41,1,56,0,24/01/2015,Masterdive -,Denmark
6986,alexandr EREMCHENKO ,4:41,180,56,0,23/03/2013,Moscow open cup 2013,Russian Federation
6987,Yves TERRAT ,4:41,150,56,0,25/05/2013,Coupe d Apnee de Montreal 2013,Canada
6988,Alexander IVASHCHENKO ,4:41,60,56,0,29/11/2014,Kyiv Open Freediving Cup 2014,Ukraine
6989,Beau ARMSTRONG ,4:41,180,56,0,13/06/2014,Australian National Pool Championships 2014,Australia
6990,Evgeny MAKAROV ,4:41,220,56,0,28/03/2015,Russian Championship,Russian Federation
6991,Liene KLEMENTJEVA ,4:41,186,56,0,21/05/2011,Finnish National Pool Championships 2011,Latvia
6992,Viktoriya DANOVA ,4:41,90,56,0,15/11/2013,9. SUBMANIA APNEA CUP,Bulgaria
6993,Vincent AUBERTIN ,4:41,150,56,0,27/11/2015,The Cabinet - pool minicomp,France
6994,Paul MCKEOWN ,4:41,182,56,0,26/11/2015,Pan Pacific Championship,United Kingdom
6995,Ivan SKOCIBUSIC ,4:41,240,56,0,20/02/2016,10th Serbian Open Freediving Championship - Belgrade 2016,Croatia
6996,Michel FILINIS ,4:41,192,56,0,5/03/2016,Danish Championship Pool 2016,Brazil
6997,Barbara Jeschke ,4:41,60,56,0,9/02/2013,Riga Freediving Cup 2013,Germany
6998,Barbara Jeschke ,4:41,60,56,0,9/02/2013,Riga Freediving Cup 2013,Germany
6999,Barbara Jeschke ,4:41,241,56,0,3/06/2012,Open Freediving Anwterp Belgium,Germany
7000,Linda Stenman ,4:41,1,56,0,11/06/2014,Swedisch Qual Comp,Sweden
7001,Mohd Azam Abdul Hamid ,4:41,1,56,0,9/02/2013,Andaman Freediving Competition,Malaysia
7002,Borys BAJOREK ,4:40,30,56,0,10/04/2016,The 7th Great Northern incorporating the UK BFA Pool Freediving championships,Poland
7003,Julie GAUTIER ,4:40,290,54,2,4/07/2007,AIDA Pool World Championships with Finals,France
7004,Julie GAUTIER ,4:40,240,56,0,26/01/2008,7eme Coupe des Dauphins,France
7005,Joanna MASSACAND ,4:40,225,56,0,5/05/2012,Swiss Championship 2012 Pool,Switzerland
7006,Maike MÃœNSTER ,4:40,0,56,0,1/01/2000,Compiled rankings for year 2000,Germany
7007,Anne PUUSTINEN ,4:40,0,56,0,1/01/2001,Compiled rankings for year 2001,Finland
7008,Megumi MATSUMOTO ,4:40,210,56,0,28/06/2008,Okinawa Freediving Cup 2008,Japan
7009,RaphaÃ«l STAQUET ,4:40,300,52,4,6/04/2003,Round 3 of the Belgium Cup 2003,Belgium
7010,Dennis STELLO ,4:40,0,56,0,15/12/2002,1st Dutch Open,Denmark
7011,Niklas BERNSTONE ,4:40,0,56,0,23/11/2002,1st Copenhagen Open,Sweden
7012,Tomoko YAMANOUCHI ,4:40,225,56,0,27/05/2005,The Kona Freedive Invitational,Japan
7013,Tomoko YAMANOUCHI ,4:40,0,56,0,11/11/2006,Kona Regional Event 2006,Japan
7014,Aurore ASSO ,4:40,0,56,0,6/07/2010,7th AIDA Team World Championship 2010,France
7015,Pavel TREFNÃù ,4:40,210,56,0,20/12/2003,1st Slovak Championship,Czech Republic
7016,Mahmoud ABDELAH ,4:40,240,56,0,14/06/2004,BIOS Freeology Open Classic 2004,Egypt
7017,Marko DORDEVIC ,4:40,1,56,0,7/12/2008,(in progress) Serbian Winter Apnea Cup,Serbia
7018,Manuel MAILLE ,4:40,240,56,0,25/09/2010,2nde Coupe de Savoie d Apnee Sportive AIDA,France
7019,Miguelangel HERNÃ€NDEZ ,4:40,210,56,0,9/12/2006,5th AIDA Freediving Team World Championship,Venezuela
7020,Matt TOWNSEND ,4:40,240,56,0,14/07/2006,CAFA National Freediving Championships,United States
7021,Olga Martinez ALVAREZ ,4:40,240,56,0,2/10/2010,Rhein-Main Cup 2010,Germany
7022,Sawako MARUYAMA ,4:40,150,56,0,9/03/2008,Big Blue 1st official pool competition,Japan
7023,BenoÃ®t GONARD ,4:40,120,56,0,18/03/2012,Coupe Aida France - 9 iÃƒÂ¨me Indoor de La Ciotat,France
7024,Johan LARSSON ,4:40,30,56,0,25/03/2011,Swedish Freediving Championship 2011,Finland
7025,NataÅ¡a STIPANOV ,4:40,1,56,0,18/11/2011,Submania Cup 2011,Croatia
7026,Jana STRAIN ,4:40,1,56,0,25/04/2009,6th Cup of Montreal / AIDA Canada Indoor National Championships 2009,Canada
7027,Zoran OBRENOVIC ,4:40,90,56,0,7/12/2008,(in progress) Serbian Winter Apnea Cup,Serbia
7028,Uros NIKOLIC ,4:40,243,56,0,22/11/2008,4th Submania Apnea Cup,Serbia
7029,Uros NIKOLIC ,4:40,122,56,0,21/02/2009,Serbian Open Freediving Championship 2009,Serbia
7030,Ivo TRUXA ,4:40,240,56,0,26/04/2009,Coupe des Plongeurs Libres 2009,Czech Republic
7031,Walter JOHNSON ,4:40,3,56,0,21/12/2014,We Freedive Suunto Series - FINAL,United States
7032,Pavel SOUKUP ,4:40,240,56,0,30/05/2015,MCR Prague 2015,Czech Republic
7033,Giampiero GENOVESE ,4:40,120,56,0,28/03/2010,Belgium Cup 2010 - round of Namur,Italy
7034,Christopher FRIEDRICH ,4:40,255,56,0,5/06/2011,1. Austrian Apnoe Charity Event 2011,Austria
7035,Jerome MONTEL ,4:40,240,55,1,25/09/2010,2nde Coupe de Savoie d Apnee Sportive AIDA,France
7036,Elisabeth HUMMEL ,4:40,240,56,0,9/02/2012,Andaman 2012 Freediving Competition,Germany
7037,Matej BERGOC ,4:40,1,56,0,7/12/2012,MAD CUP 2012,Slovenia
7038,Ian BLOK ,4:40,240,56,0,25/05/2013,Coupe d Apnee de Montreal 2013,Canada
7039,Reika OTSUKA ,4:40,183,56,0,31/05/2014,Freediving Indoor Cup 2014 in Tateyama,Japan
7040,Claudia LUKASCHEK-ROLLERO ,4:40,243,56,0,4/05/2014,Pool Swiss Championship  2014,Switzerland
7041,Alexander PAVLOV ,4:40,220,56,0,9/02/2013,Aqualibrium Pool Cup 2013,Russian Federation
7042,Natalia LYSENKO ,4:40,5,56,0,31/05/2014,Ukrainian freediving pool championship Odessa 2014,Ukraine
7043,Thomas OBERHUBER ,4:40,60,56,0,8/02/2015,Freediver Dauphins GenÃƒÂ¨ve Championships 2015,Austria
7044,paul BUTTERWORTH ,4:40,150,56,0,21/03/2015,"The Great Northern International pool competition, incorporating the BFA Pool Championships",United Kingdom
7045,Mark WILLIAMS ,4:40,60,56,0,18/05/2013,Brisbane Freediving Open,Australia
7046,Eric STÃƒÂ©VELER ,4:40,210,56,0,9/06/2013,First Universal Freedivers - ASAM cross-border competition,Belgium
7047,Michal SURANSKY ,4:40,240,56,0,14/11/2015,Long Night of Apnea 2015,Czech Republic
7048,Kathryn Elizabeth WIERENGA ,4:40,210,56,0,5/03/2015,Andaman Freediving challenge,United States
7049,Yuriko ICHIHARA ,4:40,210,56,0,25/04/2015,2015 True North Freediving Indoorcup in Tatsumi3 with team,Japan
7050,Patrick GOETZE ,4:40,240,56,0,4/10/2014,Rhein Main Cup 2014,Germany
7051,Aki SHIMOYAMA ,4:40,230,56,0,25/04/2015,2015 True North Freediving Indoorcup in Tatsumi3 with team,Japan
7052,Bill SULLIVAN ,4:40,180,56,0,11/05/2015,Deja Blue VI,United States
7053,Michelle OOI ,4:40,90,56,0,18/05/2013,Brisbane Freediving Open,Singapore
7054,Berta SHKUTA ,4:40,7,56,0,7/02/2015,Riga Freediving Cup 2015 AIDA,Latvia
7055,Muhammad Akhyar MAUDUDI ,4:40,180,56,0,10/10/2015,ID: Apnea Competition 2015 - Pool,Indonesia
7056,Borys BAJOREK ,4:40,30,56,0,10/04/2016,The 7th Great Northern incorporating the UK BFA Pool Freediving championships,Poland
7057,Barbara Jeschke ,4:40,241,56,0,15/03/2015,Coupe des Plongeurs Libres,Germany
7058,Barbara Jeschke ,4:40,241,56,0,9/06/2013,First Universal Freedivers - ASAM cross-border competition,Germany
7059,Barbara Jeschke ,4:40,240,56,0,6/11/2011,Hydro Dynamic 2011 Austrian Championship,Germany
7060,Camilla Salling Olsen ,4:40,37,56,0,9/09/2012,World Championship 2012,Denmark
7061,Hans-JÃ_rgen LENZEN ,4:39,90,55.8,0,21/02/2016,Tyrolean Apnea Cup 2016,Germany
7062,Barbara Jeschke ,4:39,241,55.8,0,29/10/2016,Hydro Dynamic 2016 by SALVIMAR,Germany
7063,Anna Hobman ,4:39,30,55.8,0,28/10/2016,New Zealand National Champs 2016,New Zealand
7064,Barbara Jeschke ,4:39,241,55.8,0,2/04/2016,Freediving Finnish Open 2016,Germany
7065,Barbara Jeschke ,4:39,241,55.8,0,29/10/2016,Austria Hydro Dynamic 2016,Germany
7066,Laura TUOMINEN ,4:39,0,56,0,1/01/2001,Compiled rankings for year 2001,Finland
7067,Nanja VAN DEN BROEK ,4:39,0,56,0,9/02/2002,Stage 1 of the 2002 Belgium Cup - 3rd Night of Apnea,Netherlands
7068,Marleneddy OSPINA ,4:39,0,56,0,1/01/2001,Compiled rankings for year 2001,Colombia
7069,Philipp VON HEYDEBRECK ,4:39,239,56,0,29/05/2003,Sony Freediver Open Classic 2003,Germany
7070,Philipp VON HEYDEBRECK ,4:39,240,56,0,19/02/2005,7th Berlin Masters Cup 2005,Germany
7071,Ulrik Lyng VESTERGAARD ,4:39,0,56,0,27/12/2002,Randers Xmas Cup 2002,Denmark
7072,Yamina ENEDAHL-MEKKI ,4:39,1,56,0,21/08/2009,5th AIDA Individual Pool World Championship 2009,Sweden
7073,Erik MILLES ,4:39,240,56,0,22/07/2004,Swedish Freediving Championship 2004,Sweden
7074,Markus WURM ,4:39,271,56,0,23/04/2005,3rd AIDA Czech Open Freediving Championship,Austria
7075,Lorenzo MORELLI ,4:39,270,56,0,27/03/2004,2nd National Apnea Indoor AIDA Brasil / Lira Tenis Clube,Brazil
7076,Laurent NIEUWBORG ,4:39,240,56,0,25/03/2007,AIDA Belgium 1st Round of Belgium Cup 2007,Belgium
7077,Viktor HLAVÃÅC ,4:39,180,56,0,26/06/2004,Czech National Freediving Championship 2004,Slovakia
7078,Nikka MORINAGA ,4:39,240,56,0,16/03/2007,Indoor Cup Okinawa 2007,Japan
7079,Max REUBERT ,4:39,270,56,0,24/02/2007,9th Berlin Masters Cup,Germany
7080,Solenn LAUNAY ,4:39,195,56,0,3/09/2008,AIDA Team World Championships 2008,France
7081,Miha PRIBOSIC ,4:39,210,56,0,19/11/2005,1st Submania Apnea Cup,Slovenia
7082,Vaclav HAVLIK ,4:39,240,56,0,24/06/2005,CAFA National Championships,United States
7083,Felicia NYBERG ,4:39,180,56,0,14/08/2007,Nordic Deep with Six Competitions in One,Sweden
7084,Vicky SAMBANI ,4:39,215,56,0,16/04/2005,AIDA Hellas 2005 Winter Apnea Games,Greece
7085,Jarmila SLOVENCÃçKOVÃÅ ,4:39,0,56,0,17/05/2006,MCR Czech AIDA Championship 2006,Czech Republic
7086,Sophie CRAMPE ,4:39,180,56,0,1/07/2005,Coupe des Calanques 2005,France
7087,Sanna SAARI ,4:39,150,56,0,7/05/2005,Sukeltaja Indoor Apnea 2005,Finland
7088,Heini KUJALA ,4:39,150,56,0,7/05/2005,Sukeltaja Indoor Apnea 2005,Finland
7089,Domagoj JAKOVAC ,4:39,230,56,0,6/03/2010,Mad Cup 2010,Croatia
7090,Kalle RAJALA ,4:39,210,56,0,25/03/2007,Sukeltaja Indoor Cup 2007,Finland
7091,Ivan SRÅ EN ,4:39,240,56,0,4/07/2007,AIDA Pool World Championships with Finals,Croatia
7092,Vedran JUTRONIC ,4:39,240,56,0,3/03/2006,Mad Cup 2006,Croatia
7093,Eric LAMOUILLE ,4:39,240,56,0,27/05/2006,Nice Open 2006,Switzerland
7094,Konstantin BORISOV ,4:39,194,56,0,22/06/2011,FDD June Static Competition 2011,Russian Federation
7095,Andrea EGGER ,4:39,220,56,0,28/04/2007,Swiss Championship - Indoor with guests,Switzerland
7096,Andy BÃœHL ,4:39,180,56,0,25/03/2012,Open freediving Namur Belgium,Belgium
7097,Radek VEVERKA ,4:39,1,56,0,29/05/2010,MCR Czech AIDA Championship 2010,Czech Republic
7098,Crisitan VIDELA ,4:39,210,55,1,27/09/2008,Primer Campeonato AIDA Argentina de Apnea,Chile
7099,Aristidis EFSTATHIOU ,4:39,240,56,0,18/02/2010,12th Berlin Masters Cup 2010,Germany
7100,Dino MAKSAN ,4:39,122,56,0,13/11/2010,6th Submania Apnea Cup 2010,Croatia
7101,Olivier DETEY ,4:39,240,56,0,13/03/2011,8Ã‚Â° Indoor de La Ciotat,France
7102,Tijana NIKOLIC ,4:39,60,56,0,9/09/2012,World Championship 2012,Serbia
7103,Lukasz PISZCZEK ,4:39,180,56,0,20/03/2010,1st Polish Pool Freediving Championship 2010,Poland
7104,Marcin NIEDZIELSKI ,4:39,210,56,0,5/12/2010,Silesian Freediving Cup 2010,Poland
7105,Michal SMAHEL ,4:39,1,56,0,27/05/2011,MCR Czech AIDA Championship 2011,Czech Republic
7106,Gabriela SKRIVANKOVA ,4:39,150,56,0,24/10/2009,Zlin Apnea Cup 2009,Czech Republic
7107,Jenna MCGRATH ,4:39,60,56,0,15/08/2015,California Cup,United States
7108,Marc FROGNET ,4:39,90,56,0,21/11/2010,Belgium Cup 2010 - Open Freediving Liege,Belgium
7109,Drutten NYGREN ,4:39,270,56,0,10/02/2011,Andaman AIDA Freediving Challenge 2011,Sweden
7110,Tomasz SKWAREK ,4:39,120,56,0,2/12/2011,International Silesian Freediving Cup,Poland
7111,Piotr BALAS ,4:39,120,56,0,20/03/2011,2nd Polish Pool Freediving Championship 2011,Poland
7112,Martin TOBLER ,4:39,255,56,0,1/05/2011,Swiss Indoor Championship 2011,Switzerland
7113,Martin EGHOLM BOEJTRUP WESSEL ,4:39,120,56,0,5/11/2011,Danish Championship,Denmark
7114,Troisfontaine  PAUL ,4:39,120,56,0,20/11/2011,Open Freedive LiÃƒÂ¨ge Belgium,Belgium
7115,Matej BERGOC ,4:39,30,56,0,18/11/2011,Submania Cup 2011,Slovenia
7116,Ivan KUSTERA ,4:39,150,56,0,18/02/2012,6th Serbian Open Freediving Championship - Belgrade 2012,Serbia
7117,Peter Elmsted DREIER ,4:39,1,56,0,28/03/2014,Danish National Pool Championship,Denmark
7118,Jennifer WENDLAND ,4:39,120,56,0,9/06/2013,First Universal Freedivers - ASAM cross-border competition,Germany
7119,Agnieszka KALSKA ,4:39,65,56,0,1/11/2014,Hydro Dynamic,Poland
7120,Bruno BIRGMAJER ,4:39,150,56,0,23/02/2013,7th Serbian Open Freediving Championship - Belgrade 2013,Croatia
7121,Gordon  ATKINSON  ,4:39,1,56,0,15/12/2012,Stuttgarter  Apnoe-Minicompetition 2012,United Kingdom
7122,josh paul WALTON ,4:39,120,56,0,29/11/2014,The 3rd Madchester Classic,United Kingdom
7123,ariel KEDMI ,4:39,120,56,0,23/06/2013,Blue Immersion Minicomp,Israel
7124,Yuzhneya GORELIK ,4:39,220,56,0,12/04/2014,Russian championship,Russian Federation
7125,Anne-Louise FORTIN ,4:39,90,56,0,24/02/2014,1e Ãƒâ€°preuve ApneaCity: ApnÃƒÂ©e Statique,Canada
7126,Pepe SALCEDO ,4:39,270,56,0,5/06/2015,Olmeca Open 2015,Mexico
7127,Arnd STECKENBORN ,4:39,240,56,0,4/10/2014,Rhein Main Cup 2014,Germany
7128,Roman BYCHKOV ,4:39,135,56,0,13/12/2014,III World Class Open 2014,Russian Federation
7129,AngÃƒÂ©lique GUERRA ,4:39,300,52,4,21/02/2015,Coupe du ChÃƒÂ¢teau,France
7130,Yasushi SAITO ,4:39,190,56,0,25/04/2015,2015 True North Freediving Indoorcup in Tatsumi3 with team,Japan
7131,Gines GOMEZ UBEDA ,4:39,120,56,0,13/06/2015,Open Apnea Barcelona,Spain
7132,Youji KAJIWARA ,4:39,180,56,0,13/09/2003,1st Japan Freediving Championship 2003,Japan
7133,Vivian CHAN ,4:39,120,56,0,9/02/2012,Andaman 2012 Freediving Competition,Malaysia
7134,Hakim JASON ,4:39,120,56,0,23/03/2013,MDC Pool Master Apnea Challenge,Indonesia
7135,Viktoriya DANOVA ,4:39,180,56,0,14/03/2015,Sofia Freediving Cup 2015,Bulgaria
7136,Amro DABASH ,4:39,180,56,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Jordan
7137,Hans-JÃ_rgen LENZEN ,4:39,90,56,0,21/02/2016,4th Tyrolean Apnea Cup,Germany
7138,Andrew KELLY ,4:39,3,56,0,6/05/2016,Australian pool nationals (mens),Australia
7139,Brandon Keating ,4:39,150,56,0,6/05/2016,Australian pool nationals (mens),New Zealand
7140,Barbara Jeschke ,4:39,241,56,0,14/02/2015,German Pool Championship 2015,Germany
7141,Peter RONKES ,4:38,60,55.6,0,3/04/2016,3rd Open FreedivN Zottegem,Netherlands
7142,Wesley LAPP ,4:38,1,55.6,0,9/05/2016,Deja Blue 7,United States
7143,Efi Santa ,4:38,149,55.6,0,9/04/2016,Sofia Freediving Cup 2016,Greece
7144,Camilla Salling Olsen ,4:38,1,55.6,0,27/06/2016,Pool World Championships 2016,Denmark
7145,Nanja VAN DEN BROEK ,4:38,0,56,0,1/01/2001,Compiled rankings for year 2001,Netherlands
7146,Nanja VAN DEN BROEK ,4:38,0,56,0,15/12/2002,1st Dutch Open,Netherlands
7147,Michael HICK ,4:38,182,56,0,15/02/2003,Round 1 of Belgium Cup 2003 - 4th Night of Apnea,Belgium
7148,Dirk CLAESSEN ,4:38,0,56,0,26/10/2002,3rd Rhein Main Cup 2002,Belgium
7149,Haico AALDERING ,4:38,210,56,0,15/02/2003,Round 1 of Belgium Cup 2003 - 4th Night of Apnea,Netherlands
7150,Pierre GALÃ‰RE ,4:38,241,56,0,6/04/2003,Round 3 of the Belgium Cup 2003,Belgium
7151,Rik RÃ–SKEN ,4:38,0,56,0,23/06/2002,Dutch Championship in Freediving 2002,Netherlands
7152,Pascal LECLERCQ ,4:38,182,56,0,15/02/2003,Round 1 of Belgium Cup 2003 - 4th Night of Apnea,Belgium
7153,Jade LEUTENEGGER ,4:38,240,56,0,29/10/2004,CAFA Eastern Regional Championships,Canada
7154,Amr EL MAGHRABI ,4:38,270,36,20,11/05/2003,1st Dordrecht Freediving Competition,Netherlands
7155,Michael HAVRDA ,4:38,210,55,1,26/06/2004,Czech National Freediving Championship 2004,Czech Republic
7156,David MORGAN ,4:38,120,56,0,9/12/2006,5th AIDA Freediving Team World Championship,United Kingdom
7157,FranÃ§ois GRAVIER ,4:38,195,53,3,8/02/2004,1Ã¨re Manche Coupe d AIDA France 2004,France
7158,Ronan LE SCLOTOUR ,4:38,195,56,0,14/03/2004,2Ã¨me Manche Coupe d AIDA France 2004,France
7159,Mark VISSER ,4:38,240,56,0,21/10/2006,Rhein-Main Cup 2006,Netherlands
7160,Vincent DU BOIS ,4:38,180,56,0,15/05/2004,5th Swiss Indoor Winter Championship 2004,Switzerland
7161,Sylvain LACOSTE ,4:38,240,56,0,8/02/2004,1Ã¨re Manche Coupe d AIDA France 2004,France
7162,Giuliano LEMES ,4:38,210,56,0,25/04/2004,1st Static Apnea Tournament,Brazil
7163,Argyris HALIMAS ,4:38,240,56,0,20/05/2007,AIDA Hellas Spring Apnea Games,Greece
7164,JÃ¶rg TRINKAUS ,4:38,270,56,0,29/10/2005,Rhein Main Cup 2005,Germany
7165,Thodoris SALTAVAREAS ,4:38,195,56,0,16/04/2005,AIDA Hellas 2005 Winter Apnea Games,Greece
7166,Jill YONEDA ,4:38,255,56,0,3/09/2008,AIDA Team World Championships 2008,Canada
7167,Bettina WOLFER ,4:38,225,56,0,21/10/2006,Rhein-Main Cup 2006,Switzerland
7168,Domagoj JAKOVAC ,4:38,270,56,0,19/11/2005,1st Submania Apnea Cup,Croatia
7169,Martin LEGAT ,4:38,240,56,0,22/09/2007,Rhein-Main Cup 2007,Germany
7170,Luis ARISMENDI ,4:38,180,56,0,5/10/2013,Deja Blue IV,Venezuela
7171,Hanako HIROSE ,4:38,210,56,0,9/03/2008,Big Blue 1st official pool competition,Japan
7172,Anastasia SCHETININA ,4:38,225,56,0,26/04/2008,AIDA Moscow Cup 2008,Russian Federation
7173,Ilka MICHAELIS ,4:38,150,56,0,18/12/2014,Freedive Panglao Static Challenge,Germany
7174,Kasper MOTH-POULSEN ,4:38,240,56,0,15/06/2007,Aarhus Triple Challenge day one,Denmark
7175,Eugeny DRAGOSHANSKY ,4:38,180,56,0,26/04/2008,AIDA Moscow Cup 2008,Russian Federation
7176,Adrian HAMILTON ,4:38,225,56,0,11/05/2008,The Great Camberwell Breath Hold,United Kingdom
7177,Adrian HAMILTON ,4:38,211,56,0,31/05/2009,2nd Great Camberwell Breath Hold,United Kingdom
7178,Kirkinis MANTHOS ,4:38,242,56,0,10/05/2009,AIDA Hellas Spring Apnea Games 2009,Greece
7179,Maria HOVDEN ,4:38,180,56,0,10/08/2008,Wellington Winter Champs 2008,Norway
7180,Antonijo KODERMAN ,4:38,240,56,0,8/03/2009,Mad Cup 2009,Slovenia
7181,Alice MODOLO ,4:38,240,56,0,25/09/2010,2nde Coupe de Savoie d Apnee Sportive AIDA,France
7182,David RAMAGE ,4:38,240,56,0,15/03/2009,6Ã‚Â° Indoor de La Ciotat,France
7183,Branka PISCEVIC ,4:38,180,56,0,14/11/2009,5th Submania Apnea Cup 2009,Serbia
7184,Cristof GATZEN ,4:38,30,56,0,25/10/2009,Belgium Cup 2009 - round of Liege,Germany
7185,Edmund WARDLE ,4:38,240,56,0,8/02/2008,Andaman AIDA Freediving Challenge 2008,United Kingdom
7186,Alexey SOKOLOV ,4:38,60,56,0,24/11/2012,Ukrainian Cup 2012,Ukraine
7187,Natasa BOSKOVIC ,4:38,180,56,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Serbia
